,RID,ID_da_resposta,setor,setor_id,min_orgao_limpo,ORG_EXERCICIO,min_cod_limpo,QA1,QA2,faixa_etaria,idade,QA4,QB1,QB2,QB3,QB4,QB5,QB6,QB7,QB8,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QD1,QD2,QD3,QD4,QD5,QD6,QE1,QE2,QE3,QE4,QE5,QE6,QE7,QE8,QE9,QE10,QE11,QE12,QE13,QF1,QF2,QF3,QF4,QF5,QF6,QF7,QF8,QF9,QF10,QF11,QG1,QG2,QG3,QG4,QG5,QG6,QG7,QH1,QH2,QH3,QH4,QH5,QI1,QI2,QI2_O,QI3,QI4,QI4_O,QI5,QI6,QI7,QI8,QI9,QI10,QJ1,QJ2,QJ3,QJ4,peso_orgao,aut_2011,cap_2011,part_dom_2011,per_disc_executed_2011,bud_paid_2011,emp_2011,aut1_2017,aut2_2017,aut3_2017,part_dom_2017,pct_respondidos,mean_Aut1_2018,
2323,2323,1277,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,2,3,41,3,4,2,5,5,4,1,3,1,4,5,5,4,5,5,3,5,5,1,2,3,3,5,2,2,4,3,4,5,4,4,4,3,2,4,4,4,4,4,4,2,5,5,1,1,3,1,1,2,1,1,1,4,4,4,4,4,4,4,4,2,2,4,4,2,1,,3,Fazen,,0,1,Receita Federal,1,1,0,4,2,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2324,2324,1278,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,4,53,1,5,1,5,1,4,1,4,1,5,5,5,NA,4,3,5,NA,NA,1,2,4,4,5,1,1,5,5,NA,5,1,1,1,1,5,5,5,5,5,5,5,5,4,4,1,5,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,5,6,3,,2,Fazen,,0,4,PROCURADORIA - PGFN5PE,0,#NU,0,4,1,4,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2325,2325,1283,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,38,3,3,2,4,3,3,NA,3,4,2,2,2,2,3,4,4,4,2,5,2,4,4,2,2,3,3,NA,4,2,4,3,4,2,4,4,4,4,4,4,2,2,5,1,1,1,2,1,1,5,1,1,1,4,2,4,2,3,4,4,1,2,4,4,3,3,1,,3,Fazen,,1,1,Tesouro Nacional,0,#NU,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2326,2326,1324,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,5,2,33,3,1,1,5,2,4,1,4,1,1,1,1,1,2,4,2,2,1,5,1,1,3,2,1,2,3,4,3,2,2,4,NA,4,4,4,NA,NA,5,5,NA,NA,1,2,1,1,1,1,1,1,1,1,2,3,3,3,2,1,1,2,NA,2,4,2,1,1,1,,3,Fazen,,1,1,Procuradoria Geral da Fazenda Nacional,0,#NU,0,3,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2327,2327,1335,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,3,42,3,2,2,5,2,4,2,4,4,2,2,1,1,3,3,4,2,1,2,1,4,4,4,2,1,4,NA,NA,2,2,4,3,2,3,3,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,2,4,3,,3,Fazen,,0,4,SERPRO,0,#NU,1,4,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2328,2328,1339,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,2,2,38,2,4,2,5,5,4,1,3,3,4,5,4,2,2,2,5,4,2,2,2,2,2,4,2,1,4,4,4,4,2,4,4,4,2,4,2,4,4,3,4,4,3,1,1,1,2,1,2,1,1,1,1,4,4,4,5,4,5,4,4,5,4,4,5,2,1,,3,Fazen,,0,1,Receita Federal do Brasil.,0,#NU,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2329,2329,1354,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,3,50,4,5,4,4,4,4,1,4,3,4,4,4,4,4,2,5,4,2,4,1,4,3,4,2,2,2,2,4,2,1,4,4,4,5,4,5,1,5,4,2,1,3,3,1,1,2,1,1,2,1,1,2,5,2,1,2,2,1,4,1,2,1,2,4,6,3,,2,Fazen,,1,4,Serpro,0,#NU,0,4,3,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2330,2330,1380,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,37,1,4,2,5,1,4,1,4,3,1,2,3,1,3,4,1,3,3,5,2,2,3,NA,2,3,4,4,3,2,2,4,4,4,3,3,3,3,3,3,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,,2,Fazen,,0,4,SERPRO,0,#NU,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2331,2331,1382,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,4,4,60,3,4,4,4,5,4,1,4,2,4,4,4,4,4,4,4,NA,4,4,2,2,2,4,2,1,4,4,4,2,1,4,4,4,4,4,3,2,4,3,NA,4,4,2,2,4,1,3,1,4,2,4,1,4,5,3,4,NA,NA,3,2,3,2,4,4,6,1,,3,Fazen,,1,1,SRFB,1,2,0,4,1,2,2,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2332,2332,1441,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,34,3,4,4,5,5,4,1,4,4,3,4,4,3,4,3,5,2,2,4,3,1,4,4,2,2,4,3,4,2,1,1,1,2,2,4,4,4,4,4,4,4,5,4,1,1,1,1,1,4,1,1,3,3,4,3,4,4,4,4,5,5,3,4,3,1,1,,3,Fazen,,1,1,escola de administracao fazendaria,1,2,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2333,2333,1494,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,4,52,2,3,3,4,3,4,1,2,4,3,2,3,1,3,4,4,4,4,3,1,2,NA,NA,1,3,NA,3,NA,2,2,4,4,3,4,3,3,4,3,4,2,2,1,3,1,NA,NA,1,1,5,NA,5,NA,3,3,3,3,2,2,3,NA,NA,NA,NA,NA,6,1,,2,Fazen,,0,3,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA CO,0,#NU,0,4,3,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2334,2334,1512,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,39,2,2,2,4,2,3,1,3,2,3,3,4,4,3,2,2,1,1,5,2,3,3,2,4,3,2,4,2,1,1,4,2,3,2,3,2,4,3,4,3,2,5,5,1,1,1,1,1,5,1,1,2,4,4,3,2,1,3,3,3,2,2,2,1,3,1,,3,Fazen,,1,3,SuperintendÃªncia Nacional de PrevidÃªncia,0,#NU,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2335,2335,1530,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,3,49,3,5,4,4,5,4,1,4,4,4,5,4,4,5,2,4,2,3,3,1,3,2,5,4,2,3,4,4,4,2,4,2,3,3,3,3,4,4,4,3,4,5,5,2,1,2,1,1,1,1,1,3,4,5,3,3,3,4,5,3,4,4,4,5,6,1,,3,Fazen,,1,1,SECOM,1,1,0,4,1,2,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2336,2336,1545,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,2,35,3,2,3,5,3,4,1,3,3,3,3,3,1,3,2,4,3,2,5,2,3,3,3,2,1,4,NA,4,1,2,1,2,2,2,3,3,3,3,3,4,2,5,2,1,1,1,4,4,5,5,2,1,2,3,2,3,3,4,4,2,3,2,2,4,2,3,,3,Fazen,,0,4,SERPRO,0,#NU,0,4,2,2,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2337,2337,1611,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,3,42,4,2,1,3,4,3,1,2,3,3,4,2,2,3,4,3,2,3,3,3,2,1,4,2,3,3,3,3,1,1,3,4,3,4,3,3,3,3,4,3,4,2,3,1,1,2,1,1,1,2,1,1,4,4,4,2,2,2,2,4,4,2,3,3,3,1,,3,Fazen,,1,1,Conselho de Controle de Atividades Financei,1,2,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2338,2338,1625,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,4,54,2,4,2,5,2,4,1,3,1,1,1,4,3,2,1,3,3,3,2,2,1,1,3,1,1,2,5,3,1,1,1,1,2,2,1,2,5,4,3,3,4,1,1,1,4,1,1,1,1,1,1,1,4,2,2,3,4,1,4,5,4,3,2,1,6,1,,2,Fazen,,0,1,Procuradoria da Fazenda Nacional,0,#NU,0,4,1,2,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2339,2339,1647,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,4,1,30,2,2,1,3,1,4,1,3,3,1,1,4,3,1,3,3,2,3,4,2,4,3,2,1,2,4,1,3,3,2,4,4,4,3,4,2,4,4,4,4,4,1,1,1,1,4,1,1,1,1,1,1,4,4,3,4,3,3,4,4,3,2,2,3,2,1,,2,Fazen,,0,1,Delegacia da Receita Federal do Brasil em P,0,#NU,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2340,2340,1691,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,3,49,2,5,2,5,1,4,1,3,2,2,2,2,2,3,4,4,4,3,1,4,1,1,5,3,1,5,4,3,4,4,2,2,4,4,4,4,4,4,4,4,3,5,5,1,1,5,1,1,5,1,1,1,4,4,4,4,2,2,2,5,5,5,5,5,2,3,,2,Fazen,,0,3,Dataprev/cedido ao MF empresa de Tecnologia,0,#NU,0,2,2,2,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2341,2341,1710,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,2,31,2,1,1,5,2,3,1,3,2,1,3,3,1,2,2,2,1,1,2,1,4,4,1,1,1,2,4,2,1,1,1,1,1,1,4,4,4,4,4,1,1,5,5,1,4,2,1,1,4,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,3,,2,Fazen,,1,4,Servico federal de processamento de dados,0,#NU,0,4,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2342,2342,1723,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,2,4,59,2,2,2,5,3,4,1,4,3,3,2,2,3,4,3,2,2,3,4,2,3,3,2,2,2,3,3,4,1,2,2,1,4,2,3,3,2,2,3,3,2,5,4,1,4,1,5,1,5,1,1,1,2,2,2,3,3,3,3,2,2,2,2,3,6,1,,3,Fazen,,0,1,Receita Federal,1,2,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2343,2343,1777,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,3,41,3,2,2,5,3,4,1,4,3,3,3,3,3,3,3,4,2,2,3,2,3,3,5,5,3,4,3,3,1,2,1,3,3,4,4,NA,NA,2,4,4,4,1,1,1,2,2,1,1,5,2,2,2,2,2,2,2,2,4,3,3,3,2,2,1,2,1,,3,Fazen,,0,3,Gerencia de Processos Sancionadores / Comis,1,2,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2344,2344,1817,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,36,2,1,2,5,4,3,1,3,3,1,2,4,4,4,2,4,1,1,4,4,4,4,2,1,3,3,2,2,1,1,1,1,2,1,3,3,3,3,5,1,1,4,3,1,1,3,1,1,5,1,4,1,1,1,1,1,1,4,3,5,3,1,2,3,1,1,,3,Fazen,,0,3,Previc,0,#NU,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2345,2345,1838,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,2,2,32,2,4,2,5,3,3,1,4,4,2,3,4,4,4,3,4,2,2,4,2,4,2,3,2,2,4,4,4,2,2,1,2,3,3,3,2,3,3,3,2,2,5,5,1,4,1,1,1,5,2,3,4,4,4,3,3,3,4,4,4,4,4,4,4,2,1,,3,Fazen,,0,1,Secretaria da Receita Federal do Brasil,1,1,0,4,1,2,2,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2346,2346,1872,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,2,2,33,2,1,1,5,1,4,1,4,3,1,2,2,1,2,2,3,2,2,5,1,3,3,2,2,2,2,3,4,1,2,2,2,2,3,3,2,2,2,2,2,2,5,1,4,1,1,5,1,5,1,5,1,2,2,2,4,2,2,2,2,2,2,2,1,2,1,,2,Fazen,,0,1,RECEITA FEDERAL DO BRASIL,1,1,0,4,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2347,2347,1911,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,2,4,53,3,3,1,5,4,4,1,3,3,2,4,3,4,3,3,2,2,3,5,2,1,1,3,5,1,4,3,4,1,1,1,3,3,1,2,1,1,1,3,1,1,3,1,1,1,1,1,1,5,1,1,1,3,4,3,2,2,2,4,5,4,2,4,4,4,1,,3,Fazen,,0,1,Secretaria da Receita Federal do Brasil,0,#NU,0,3,3,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2348,2348,1954,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,2,3,50,2,4,4,5,5,4,1,4,2,4,4,5,4,4,3,5,5,5,2,1,1,NA,5,4,1,4,NA,NA,3,1,1,3,3,4,3,3,3,3,3,NA,NA,5,5,5,4,3,1,1,1,4,4,4,3,5,5,4,4,4,5,NA,5,3,4,5,6,1,,2,Fazen,,1,1,Secretaria de PrevidÃªncia.,1,2,0,4,1,NA,NA,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2349,2349,1990,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,3,41,1,4,2,5,4,4,1,4,4,3,5,3,5,4,3,4,3,3,2,3,3,3,3,4,2,4,4,4,4,2,4,3,4,3,3,3,3,3,3,3,2,4,4,1,2,1,1,4,5,1,4,4,4,4,4,3,3,3,3,2,4,4,4,4,2,3,,2,Fazen,,0,4,SERVIÃ‡O FEDERAL DE PROCESSAMENTOS DE DADOS,0,#NU,0,4,1,1,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2350,2350,2025,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,3,44,3,4,2,4,3,4,1,4,4,2,4,5,4,3,3,4,2,4,2,4,3,3,3,NA,1,4,NA,2,2,2,1,4,4,4,NA,NA,NA,5,4,3,1,1,1,2,1,2,1,1,4,1,1,1,2,4,4,4,3,4,4,5,4,2,4,4,2,3,,3,Fazen,,1,4,Serpro,0,#NU,0,4,3,1,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2351,2351,2054,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,5,4,60,2,2,2,5,5,4,1,4,2,2,2,2,1,2,2,3,2,1,4,1,4,4,2,1,2,4,2,1,4,1,2,4,5,3,5,3,4,5,5,5,1,5,4,1,1,1,2,1,1,1,1,5,2,2,3,2,2,2,2,2,2,1,2,2,6,1,,2,Fazen,,0,1,SuperintendÃªncia de AdministraÃ§Ã£o do Min,0,#NU,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2352,2352,2064,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,4,53,1,5,5,5,5,4,1,4,4,4,5,5,5,5,1,2,4,2,2,2,2,4,5,4,1,5,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,5,1,1,5,1,1,4,5,5,5,4,5,5,5,5,5,5,5,5,6,1,,2,Fazen,,0,1,SAMF/ RN,0,#NU,0,4,1,1,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2353,2353,2066,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,NA,2,37,4,4,2,5,4,2,4,2,4,4,4,4,4,4,3,2,4,4,4,2,4,4,4,4,2,3,3,3,4,1,1,1,3,3,3,1,3,3,4,1,1,5,4,1,1,1,1,1,1,5,3,3,5,5,5,5,3,3,3,2,4,2,4,2,2,1,,3,Fazen,,1,1,Secretaria de PrevidÃªncia,1,2,0,4,1,4,4,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2354,2354,2112,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,57,3,4,3,5,3,4,1,4,4,3,5,5,4,5,4,4,1,5,4,1,4,4,5,3,1,4,4,2,4,2,3,3,4,3,4,4,4,3,4,4,3,5,5,1,1,1,1,1,5,1,1,1,5,4,3,4,3,3,3,5,4,2,4,4,1,1,,2,Fazen,,0,1,SuperintendÃªncia de AdministraÃ§Ã£o do Min,0,#NU,0,4,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2355,2355,2224,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,2,36,4,2,2,5,2,4,1,4,3,5,3,1,1,2,2,5,3,2,4,1,4,4,2,2,2,2,1,2,2,5,2,4,4,4,4,4,2,5,5,1,2,5,2,1,1,3,1,1,1,1,1,2,2,1,1,2,2,2,2,4,4,5,4,2,1,1,,2,Fazen,,1,1,Conselho Administrativo de Recursos Fiscais,0,#NU,1,4,2,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2356,2356,2240,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,3,44,3,2,4,4,4,4,1,3,2,5,4,5,4,4,3,4,4,5,2,2,2,2,5,4,1,5,4,5,1,1,1,2,2,2,2,2,2,1,2,2,2,NA,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,1,,2,Fazen,,1,1,COAF / MINISTÃ‰RIO DA FAZENDA,1,2,0,NA,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2357,2357,2312,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,4,2,40,4,1,4,5,1,4,1,3,3,1,1,1,4,1,2,4,1,1,4,4,1,4,4,NA,2,4,1,1,2,2,2,NA,2,2,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,1,2,4,2,3,,3,Fazen,,0,4,Universidade Corporativa,0,#NU,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2358,2358,2315,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,5,63,2,2,1,1,3,4,1,2,2,2,3,2,2,3,3,2,4,4,4,3,3,3,2,2,2,4,2,3,4,2,2,2,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,1,2,1,4,3,3,3,2,2,3,3,2,2,3,4,6,1,,3,Fazen,,1,1,SECRETARIA DA FAZENDA,0,#NU,0,3,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2359,2359,2319,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,4,4,51,NA,4,4,5,3,3,3,4,3,5,5,5,5,4,4,5,4,4,2,3,3,3,5,4,1,4,4,4,2,1,1,2,2,2,3,2,2,2,2,2,2,3,4,1,3,3,4,4,4,1,3,3,4,4,3,4,4,4,4,4,4,4,4,4,6,3,,2,Trans,,0,1,MINISTÃ‰RIO DA FAZENDA,0,#NU,0,4,2,4,2,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2360,2360,2328,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,3,45,3,1,1,5,1,2,3,2,4,1,4,4,2,2,2,4,1,1,5,1,2,4,2,2,2,2,2,2,2,2,1,4,2,4,4,4,5,2,4,2,5,1,1,1,1,1,1,1,4,2,1,1,2,2,2,2,2,2,2,4,2,2,2,2,5,3,,3,Fazen,,0,4,SERPRO,1,1,0,4,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2361,2361,2400,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,52,3,4,2,4,3,4,1,4,3,3,4,4,4,4,4,2,2,2,3,2,2,2,3,3,3,4,4,4,2,2,3,2,3,4,4,4,4,4,4,3,2,4,3,2,5,4,1,1,4,1,4,1,4,4,4,4,4,4,4,4,4,2,4,4,5,1,,3,Advoc,,0,3,Superintendencia de Seguros Privados - SUSE,1,2,0,3,2,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2362,2362,2436,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,4,4,54,2,2,2,5,2,3,1,2,1,2,4,2,1,2,4,4,4,3,1,2,1,NA,4,3,2,3,3,2,4,2,2,4,2,4,NA,NA,NA,4,3,NA,5,1,2,1,1,1,1,1,1,1,1,1,4,5,4,4,4,2,2,4,3,3,2,2,2,3,,3,Plane,,0,4,PSFN/SNTOS - PROCURADORIA SECCIONAL DA FAZE,0,#NU,0,3,1,2,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2363,2363,2438,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,2,3,49,2,4,2,4,5,4,1,3,2,3,4,4,4,5,3,4,3,4,4,2,3,3,4,2,2,4,4,4,2,2,4,4,4,2,4,2,2,4,4,4,4,2,1,1,2,1,1,1,1,1,3,1,2,2,2,4,2,2,4,4,4,2,4,4,6,1,,3,Fazen,,0,1,Secretaria da Receita Federal do Brasil,1,2,0,3,1,1,1,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2364,2364,2456,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,0,2,4,58,3,5,2,5,2,4,1,4,4,4,4,4,4,2,3,5,5,5,4,2,1,1,5,4,1,2,4,4,1,1,1,2,2,2,2,2,2,2,4,2,2,4,3,1,1,1,4,4,5,1,1,1,2,2,2,4,4,4,4,5,4,2,3,4,6,1,,3,Fazen,,0,1,Delegacia da Receita Federal do Brasil de T,0,#NU,1,4,1,2,3,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2365,2365,2592,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,1,NA,4,59,3,3,4,4,4,4,1,3,2,2,4,4,3,2,3,5,2,4,4,2,3,3,4,2,4,3,2,3,2,4,4,4,1,4,NA,2,2,2,4,2,4,5,4,1,1,2,4,4,3,4,1,1,4,2,2,2,3,4,4,3,2,4,4,2,6,1,,3,Fazen,,1,1,Procuradoria-Geral da Fazenda Nacional,0,#NU,0,4,1,3,3,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2366,2366,2626,Core of Government,3,MF-RFB,MINISTERIO DA FAZENDA,10,1,2,2,39,2,4,2,5,2,4,1,3,1,3,3,5,3,2,4,4,4,4,4,2,4,4,3,2,1,4,5,3,2,2,2,5,2,2,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1,4,4,3,1,,3,Fazen,,0,1,Receita Federal do Brasil,1,NA,0,4,1,2,2,210.1468531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932161468,
2367,2367,2687,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,5,72,4,2,2,4,4,4,2,3,2,2,3,4,4,4,2,2,2,2,4,2,3,2,4,2,4,2,2,1,4,2,2,4,2,2,2,2,2,2,2,2,3,3,2,3,3,3,4,4,2,3,1,1,4,2,2,2,2,2,2,4,4,4,2,2,6,2,,3,Fazen,,1,1,Secretaria do Tesouro Nacional,1,2,0,3,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
2368,2368,2735,Core of Government,3,MF,MINISTERIO DA FAZENDA,10,0,2,4,56,3,5,5,5,4,4,1,4,4,3,4,3,NA,4,3,3,2,2,4,1,4,4,4,1,1,NA,5,1,1,1,1,4,4,1,4,1,4,1,1,1,1,4,4,1,2,2,1,1,1,1,1,1,4,5,3,5,5,5,5,5,5,2,4,5,3,1,,3,Fazen,,0,3,Trabalho na COINP- COORDENAÃ‡ÃƒO GERAL DE I,0,#NU,0,NA,1,1,1,210.1468531,0.075066134,0.417736116,0.18625,0.313,37286509758,50107,15.81519325,16.73640167,23.62354184,0.177599882,0.689,0.932161468,
